ticket_id,customer_id,order_id,data_abertura,data_fechamento,canal_entrada,categoria_problema,status_atendimento,texto_cliente,nota_csat,tempo_primeira_resposta_minutos,custo_operacional_ticket
TKT-028537,CLI-01729,ORD-051570,2024-10-11 10:25:57,2024-10-14 15:25:57,WhatsApp,Pagamento não aprovado,Resolvido,O boleto venceu e não consigo gerar outro.,1.0,12.0,15.0
TKT-028538,CLI-10455,ORD-015294,2025-02-09 17:51:28,2025-02-12 17:51:28,WhatsApp,Elogio,Resolvido,"Qualidade excelente, com certeza vou comprar novamente.",5.0,8.0,15.0
TKT-028539,CLI-14211,ORD-071875,2024-07-15 20:58:34,2025-12-31 23:59:00,ChatBot,Defeito,Aberto,O produto parou de funcionar em dois dias. Absurdo.,3.0,2.0,2.0
TKT-028540,CLI-11830,ORD-078241,2024-06-24 09:40:04,2024-06-25 17:40:04,WhatsApp,Defeito,Resolvido,"Recebi o item danificado, quero reembolso.",3.0,13.0,15.0
TKT-028541,CLI-01729,ORD-076653,2024-02-21 08:54:53,2024-02-23 07:54:53,WhatsApp,Onde está meu pedido?,Resolvido,Comprei semana passada e nada até agora. Péssimo.,4.0,11.0,15.0
TKT-028542,CLI-11830,ORD-028863,2023-11-18 13:13:59,2023-11-22 10:13:59,E-mail,Dúvida Técnica,Resolvido,Como adiciono um endereço diferente para entrega?,3.0,440.0,15.0
TKT-028543,CLI-11830,ORD-021357,2025-11-21 10:03:31,2025-11-21 20:03:31,ChatBot,Onde está meu pedido?,Resolvido,Comprei semana passada e nada até agora. Péssimo.,3.0,3.0,2.0
TKT-028544,CLI-11830,ORD-064448,2023-12-18 16:04:55,2023-12-21 00:04:55,WhatsApp,Defeito,Resolvido,A costura estava totalmente solta quando abri a embalagem.,3.0,6.0,15.0
TKT-028545,CLI-12742,ORD-011868,2023-03-23 07:41:24,2023-03-25 08:41:24,WhatsApp,Troca de Tamanho,Resolvido,"Quero fazer uma troca, o produto não serviu.",5.0,7.0,15.0
TKT-028546,CLI-11830,ORD-068474,2023-07-22 13:49:57,2025-12-31 23:59:00,E-mail,Onde está meu pedido?,Em Análise,Cadê meu produto? Já passou da data prevista.,4.0,149.0,15.0
TKT-028547,CLI-06047,ORD-023441,2025-08-19 18:40:58,2025-08-20 09:40:58,WhatsApp,Defeito,Resolvido,O produto chegou com defeito de fabricação.,1.0,13.0,15.0
TKT-028548,CLI-11830,ORD-013249,2024-11-06 19:37:56,2024-11-07 11:37:56,WhatsApp,Elogio,Resolvido,"Qualidade excelente, com certeza vou comprar novamente.",4.0,7.0,15.0
TKT-028549,CLI-11830,ORD-071165,2025-05-13 17:48:38,2025-05-17 08:48:38,ChatBot,Onde está meu pedido?,Resolvido,Comprei semana passada e nada até agora. Péssimo.,2.0,3.0,2.0
TKT-028550,CLI-01729,ORD-000238,2025-06-11 14:51:55,2025-12-31 23:59:00,Telefone,Defeito,Em Análise,A costura estava totalmente solta quando abri a embalagem.,3.0,9.0,15.0
TKT-028551,CLI-01729,ORD-038745,2025-07-01 09:30:56,2025-07-04 07:30:56,Telefone,Troca de Tamanho,Resolvido,"Me mandaram o tamanho errado, preciso resolver isso.",3.0,12.0,15.0
TKT-028552,CLI-11830,ORD-050472,2024-09-25 14:10:28,2025-12-31 23:59:00,Telefone,Pagamento não aprovado,Em Análise,Tentei pagar três vezes e não consigo finalizar o pedido.,3.0,12.0,15.0
TKT-028553,CLI-03910,ORD-077132,2023-08-05 18:31:17,2023-08-07 16:31:17,WhatsApp,Elogio,Resolvido,"Qualidade excelente, com certeza vou comprar novamente.",5.0,15.0,15.0
TKT-028554,CLI-11830,ORD-009816,2023-06-24 09:11:57,2023-06-27 16:11:57,Telefone,Onde está meu pedido?,Resolvido,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",4.0,19.0,15.0
TKT-028555,CLI-14020,ORD-063822,2024-10-26 09:56:18,2024-10-26 16:56:18,WhatsApp,Dúvida Técnica,Resolvido,Como adiciono um endereço diferente para entrega?,4.0,15.0,15.0
TKT-028556,CLI-01729,ORD-000558,2024-02-18 22:38:38,2024-02-19 19:38:38,WhatsApp,Troca de Tamanho,Resolvido,Como solicito a troca? O tamanho P está pequeno demais.,3.0,11.0,15.0
TKT-028557,CLI-03277,ORD-027291,2024-10-05 16:48:38,2024-10-09 09:48:38,E-mail,Dúvida Técnica,Resolvido,Como aplico o cupom de desconto?,5.0,299.0,15.0
TKT-028558,CLI-04141,ORD-021176,2024-07-16 21:52:29,2024-07-18 12:52:29,E-mail,Onde está meu pedido?,Escalado para N2,Cadê meu produto? Já passou da data prevista.,2.0,362.0,15.0
TKT-028559,CLI-11830,ORD-062784,2024-11-16 07:38:01,2025-12-31 23:59:00,WhatsApp,Elogio,Em Análise,"Atendimento impecável, vocês são os melhores!",5.0,12.0,15.0
TKT-028560,CLI-01729,ORD-077522,2023-02-19 16:20:18,2023-02-23 00:20:18,E-mail,Pagamento não aprovado,Resolvido,Meu pagamento não foi aprovado mas o valor foi debitado.,3.0,132.0,15.0
TKT-028561,CLI-12742,ORD-024686,2023-02-20 16:18:45,2023-02-21 17:18:45,ChatBot,Onde está meu pedido?,Resolvido,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",4.0,2.0,2.0
TKT-028562,CLI-08777,ORD-034486,2025-03-12 09:29:43,2025-03-15 15:29:43,ChatBot,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,4.0,0.0,2.0
TKT-028563,CLI-01729,ORD-019775,2023-08-28 18:46:14,2023-08-30 03:46:14,ChatBot,Defeito,Resolvido,A costura estava totalmente solta quando abri a embalagem.,4.0,2.0,2.0
TKT-028564,CLI-11830,ORD-002272,2024-12-17 21:12:35,2024-12-20 07:12:35,WhatsApp,Onde está meu pedido?,Escalado para N2,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",4.0,7.0,15.0
TKT-028565,CLI-12360,ORD-023040,2024-09-20 18:30:21,2024-09-23 22:30:21,WhatsApp,Defeito,Resolvido,"Recebi o item danificado, quero reembolso.",2.0,9.0,15.0
TKT-028566,CLI-11830,ORD-074407,2025-12-17 17:54:08,2025-12-19 23:54:08,E-mail,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",3.0,76.0,15.0
TKT-028567,CLI-01729,ORD-026185,2025-07-19 07:22:14,2025-07-19 20:22:14,ChatBot,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",2.0,2.0,2.0
TKT-028568,CLI-11830,ORD-027516,2024-04-07 08:27:36,2025-12-31 23:59:00,Telefone,Defeito,Em Análise,"Recebi o item danificado, quero reembolso.",2.0,13.0,15.0
TKT-028569,CLI-01729,ORD-025892,2024-11-24 13:48:32,2024-11-24 17:48:32,ChatBot,Defeito,Resolvido,Comprei e já veio com problema. Péssima qualidade.,3.0,3.0,2.0
TKT-028570,CLI-10455,ORD-019720,2023-05-20 20:46:56,2025-12-31 23:59:00,E-mail,Troca de Tamanho,Aberto,Como solicito a troca? O tamanho P está pequeno demais.,3.0,242.0,15.0
TKT-028571,CLI-14211,ORD-012520,2024-03-12 15:45:30,2025-12-31 23:59:00,ChatBot,Defeito,Em Análise,Comprei e já veio com problema. Péssima qualidade.,3.0,1.0,2.0
TKT-028572,CLI-11830,ORD-067654,2025-03-23 16:34:36,2025-03-23 23:34:36,WhatsApp,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,2.0,15.0,15.0
TKT-028573,CLI-11830,ORD-004538,2024-11-25 09:33:04,2024-11-26 00:33:04,ChatBot,Pagamento não aprovado,Resolvido,Meu pagamento não foi aprovado mas o valor foi debitado.,3.0,0.0,2.0
TKT-028574,CLI-11830,ORD-063318,2024-06-25 11:04:18,2024-06-26 11:04:18,WhatsApp,Elogio,Resolvido,"Atendimento impecável, vocês são os melhores!",3.0,4.0,15.0
TKT-028575,CLI-12360,ORD-042533,2023-08-05 22:43:44,2023-08-09 10:43:44,WhatsApp,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,4.0,15.0,15.0
TKT-028576,CLI-14211,ORD-065749,2025-06-03 12:30:22,2025-06-06 19:30:22,WhatsApp,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,14.0,15.0
TKT-028577,CLI-01729,ORD-008289,2023-11-20 19:35:05,2025-12-31 23:59:00,Telefone,Troca de Tamanho,Em Análise,O vestido veio num tamanho diferente do que pedi.,2.0,4.0,15.0
TKT-028578,CLI-11830,ORD-006655,2025-06-27 10:17:21,2025-07-01 10:17:21,WhatsApp,Defeito,Resolvido,O produto parou de funcionar em dois dias. Absurdo.,1.0,7.0,15.0
TKT-028579,CLI-10455,ORD-077159,2024-11-21 22:31:05,2024-11-23 05:31:05,ChatBot,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,1.0,2.0
TKT-028580,CLI-08794,ORD-057167,2024-02-28 15:23:48,2024-03-02 13:23:48,ChatBot,Troca de Tamanho,Resolvido,"Quero fazer uma troca, o produto não serviu.",3.0,1.0,2.0
TKT-028581,CLI-11830,ORD-034696,2023-03-02 16:32:57,2025-12-31 23:59:00,WhatsApp,Troca de Tamanho,Em Análise,"Preciso trocar o tamanho M pelo G, como faço?",3.0,9.0,15.0
TKT-028582,CLI-01729,ORD-011372,2023-10-18 17:28:58,2023-10-20 20:28:58,E-mail,Troca de Tamanho,Resolvido,"Quero fazer uma troca, o produto não serviu.",2.0,205.0,15.0
TKT-028583,CLI-14211,ORD-068800,2025-09-30 07:30:22,2025-10-01 13:30:22,WhatsApp,Elogio,Resolvido,"Atendimento impecável, vocês são os melhores!",2.0,5.0,15.0
TKT-028584,CLI-14211,ORD-016163,2025-06-24 15:10:16,2025-06-27 18:10:16,E-mail,Dúvida Técnica,Resolvido,Como adiciono um endereço diferente para entrega?,5.0,433.0,15.0
TKT-028585,CLI-12360,ORD-000115,2024-10-27 20:56:25,2024-10-27 23:56:25,Telefone,Onde está meu pedido?,Resolvido,Comprei semana passada e nada até agora. Péssimo.,4.0,20.0,15.0
TKT-028586,CLI-14211,ORD-011232,2024-05-31 16:49:30,2024-06-01 06:49:30,ChatBot,Onde está meu pedido?,Escalado para N2,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",4.0,3.0,2.0
TKT-028587,CLI-01729,ORD-050440,2024-12-13 11:20:29,2024-12-16 15:20:29,WhatsApp,Troca de Tamanho,Escalado para N2,O vestido veio num tamanho diferente do que pedi.,3.0,12.0,15.0
TKT-028588,CLI-08729,ORD-059777,2024-05-31 15:37:32,2025-12-31 23:59:00,WhatsApp,Defeito,Em Análise,Comprei e já veio com problema. Péssima qualidade.,4.0,14.0,15.0
TKT-028589,CLI-11830,ORD-002688,2024-12-11 10:38:33,2024-12-14 00:38:33,Telefone,Dúvida Técnica,Resolvido,Como aplico o cupom de desconto?,3.0,11.0,15.0
TKT-028590,CLI-12360,ORD-040089,2023-12-10 11:18:54,2023-12-11 09:18:54,Telefone,Onde está meu pedido?,Resolvido,Cadê meu produto? Já passou da data prevista.,1.0,12.0,15.0
TKT-028591,CLI-03910,ORD-019859,2025-07-24 10:01:22,2025-12-31 23:59:00,ChatBot,Onde está meu pedido?,Em Análise,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",4.0,0.0,2.0
TKT-028592,CLI-03910,ORD-007024,2025-02-19 22:53:07,2025-02-21 08:53:07,WhatsApp,Elogio,Resolvido,"Embalagem linda, presente perfeito. Obrigada!",5.0,9.0,15.0
TKT-028593,CLI-11830,ORD-078987,2023-12-28 16:43:47,2024-01-01 08:43:47,WhatsApp,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,2.0,15.0
TKT-028594,CLI-12360,ORD-061982,2025-07-12 20:23:21,2025-07-15 22:23:21,WhatsApp,Onde está meu pedido?,Resolvido,Comprei semana passada e nada até agora. Péssimo.,3.0,8.0,15.0
TKT-028595,CLI-01729,ORD-066005,2024-06-29 22:33:53,2025-12-31 23:59:00,WhatsApp,Onde está meu pedido?,Em Análise,Cadê meu produto? Já passou da data prevista.,3.0,6.0,15.0
TKT-028596,CLI-11830,ORD-003296,2023-08-02 15:09:14,2025-12-31 23:59:00,WhatsApp,Defeito,Aberto,"Recebi o item danificado, quero reembolso.",2.0,10.0,15.0
TKT-028597,CLI-06014,ORD-012158,2023-04-07 19:08:27,2023-04-10 04:08:27,WhatsApp,Pagamento não aprovado,Resolvido,"Cartão recusado sem motivo, quero entender o que aconteceu.",3.0,2.0,15.0
TKT-028598,CLI-06351,ORD-055580,2025-02-15 22:55:48,2025-02-16 21:55:48,E-mail,Onde está meu pedido?,Escalado para N2,Comprei semana passada e nada até agora. Péssimo.,3.0,429.0,15.0
TKT-028599,CLI-14211,ORD-010725,2025-08-30 15:27:09,2025-08-31 20:27:09,Reclame Aqui,Onde está meu pedido?,Resolvido,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",3.0,1184.0,45.0
TKT-028600,CLI-06160,ORD-078150,2025-06-09 14:55:27,2025-06-11 01:55:27,Reclame Aqui,Defeito,Resolvido,"Recebi o item danificado, quero reembolso.",4.0,831.0,45.0
TKT-028601,CLI-11830,ORD-044954,2024-12-20 14:28:22,2025-12-31 23:59:00,Reclame Aqui,Onde está meu pedido?,Em Análise,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",2.0,1291.0,45.0
TKT-028602,CLI-11830,ORD-052003,2023-06-15 13:08:56,2023-06-17 19:08:56,WhatsApp,Pagamento não aprovado,Resolvido,O boleto venceu e não consigo gerar outro.,2.0,3.0,15.0
TKT-028603,CLI-01729,ORD-072498,2023-04-30 18:15:23,2023-05-04 07:15:23,E-mail,Dúvida Técnica,Escalado para N2,"Não consigo acessar minha conta, esqueci a senha.",4.0,89.0,15.0
TKT-028604,CLI-13668,ORD-070249,2024-01-17 20:43:09,2024-01-17 21:43:09,WhatsApp,Elogio,Resolvido,"Embalagem linda, presente perfeito. Obrigada!",3.0,15.0,15.0
TKT-028605,CLI-02474,ORD-040420,2025-08-16 12:35:40,2025-08-19 05:35:40,E-mail,Dúvida Técnica,Escalado para N2,O app não carrega a página de checkout.,4.0,210.0,15.0
TKT-028606,CLI-07585,ORD-052357,2025-12-01 16:05:50,2025-12-05 14:05:50,WhatsApp,Troca de Tamanho,Resolvido,"Me mandaram o tamanho errado, preciso resolver isso.",4.0,7.0,15.0
TKT-028607,CLI-03910,ORD-012558,2023-10-29 18:27:06,2023-11-02 10:27:06,ChatBot,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,2.0,2.0
TKT-028608,CLI-11830,ORD-003741,2025-04-27 13:20:55,2025-04-28 06:20:55,ChatBot,Elogio,Resolvido,"Embalagem linda, presente perfeito. Obrigada!",5.0,1.0,2.0
TKT-028609,CLI-11830,ORD-013182,2024-10-26 22:44:48,2024-10-29 14:44:48,E-mail,Dúvida Técnica,Resolvido,O app não carrega a página de checkout.,3.0,250.0,15.0
TKT-028610,CLI-11830,ORD-009095,2023-02-18 09:52:48,2023-02-20 19:52:48,WhatsApp,Onde está meu pedido?,Resolvido,Comprei semana passada e nada até agora. Péssimo.,5.0,13.0,15.0
TKT-028611,CLI-09483,ORD-017977,2024-09-15 22:18:15,2024-09-15 23:18:15,WhatsApp,Pagamento não aprovado,Escalado para N2,Tentei pagar três vezes e não consigo finalizar o pedido.,3.0,6.0,15.0
TKT-028612,CLI-11830,ORD-059146,2025-06-07 09:43:58,2025-06-10 00:43:58,ChatBot,Defeito,Resolvido,A costura estava totalmente solta quando abri a embalagem.,4.0,3.0,2.0
TKT-028613,CLI-01729,ORD-049734,2023-11-21 21:10:16,2023-11-22 03:10:16,WhatsApp,Dúvida Técnica,Resolvido,Qual o prazo de entrega para o meu CEP?,3.0,5.0,15.0
TKT-028614,CLI-01729,ORD-054299,2025-10-11 09:46:07,2025-12-31 23:59:00,E-mail,Defeito,Aberto,A costura estava totalmente solta quando abri a embalagem.,1.0,183.0,15.0
TKT-028615,CLI-11830,ORD-051034,2023-10-23 22:34:26,2023-10-27 18:34:26,E-mail,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",3.0,373.0,15.0
TKT-028616,CLI-07163,ORD-057747,2023-04-05 22:10:51,2025-12-31 23:59:00,ChatBot,Defeito,Aberto,A costura estava totalmente solta quando abri a embalagem.,3.0,1.0,2.0
TKT-028617,CLI-01729,ORD-078695,2023-07-11 20:24:47,2023-07-12 05:24:47,WhatsApp,Defeito,Resolvido,Comprei e já veio com problema. Péssima qualidade.,3.0,5.0,15.0
TKT-028618,CLI-01729,ORD-066878,2025-07-22 22:11:44,2025-07-24 17:11:44,Telefone,Elogio,Resolvido,"Embalagem linda, presente perfeito. Obrigada!",5.0,18.0,15.0
TKT-028619,CLI-04767,ORD-027678,2024-04-13 12:17:44,2025-12-31 23:59:00,WhatsApp,Elogio,Em Análise,"Qualidade excelente, com certeza vou comprar novamente.",5.0,15.0,15.0
TKT-028620,CLI-01729,ORD-005363,2025-05-28 18:29:17,2025-05-31 00:29:17,E-mail,Defeito,Resolvido,"Recebi o item danificado, quero reembolso.",5.0,350.0,15.0
TKT-028621,CLI-00583,ORD-026552,2024-09-01 14:46:08,2024-09-04 12:46:08,Telefone,Onde está meu pedido?,Escalado para N2,Cadê meu produto? Já passou da data prevista.,5.0,8.0,15.0
TKT-028622,CLI-11830,ORD-015833,2024-06-20 16:17:46,2024-06-22 12:17:46,WhatsApp,Defeito,Resolvido,O produto parou de funcionar em dois dias. Absurdo.,2.0,15.0,15.0
TKT-028623,CLI-02034,ORD-060768,2025-06-08 15:04:53,2025-06-10 11:04:53,E-mail,Dúvida Técnica,Escalado para N2,Como adiciono um endereço diferente para entrega?,4.0,250.0,15.0
TKT-028624,CLI-03105,ORD-034220,2024-04-22 07:11:18,2024-04-25 01:11:18,WhatsApp,Onde está meu pedido?,Resolvido,Cadê meu produto? Já passou da data prevista.,3.0,3.0,15.0
TKT-028625,CLI-11830,ORD-033869,2025-06-01 14:07:49,2025-06-04 17:07:49,E-mail,Onde está meu pedido?,Resolvido,Comprei semana passada e nada até agora. Péssimo.,5.0,367.0,15.0
TKT-028626,CLI-10455,ORD-018256,2023-05-06 11:52:42,2023-05-07 18:52:42,E-mail,Dúvida Técnica,Resolvido,Qual o prazo de entrega para o meu CEP?,4.0,301.0,15.0
TKT-028627,CLI-00583,ORD-067982,2024-12-05 08:51:41,2024-12-08 00:51:41,Telefone,Troca de Tamanho,Escalado para N2,"Me mandaram o tamanho errado, preciso resolver isso.",2.0,16.0,15.0
TKT-028628,CLI-06160,ORD-052512,2025-02-20 15:56:52,2025-02-24 02:56:52,WhatsApp,Onde está meu pedido?,Resolvido,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",4.0,7.0,15.0
TKT-028629,CLI-02048,ORD-037225,2025-10-13 11:22:47,2025-10-15 08:22:47,E-mail,Defeito,Resolvido,O produto chegou com defeito de fabricação.,3.0,466.0,15.0
TKT-028630,CLI-06160,ORD-066379,2023-10-07 19:49:29,2025-12-31 23:59:00,Reclame Aqui,Dúvida Técnica,Em Análise,"Não consigo acessar minha conta, esqueci a senha.",4.0,586.0,45.0
TKT-028631,CLI-11009,ORD-029339,2024-11-17 20:29:29,2024-11-20 00:29:29,ChatBot,Elogio,Resolvido,"Produto chegou antes do prazo, adorei! Parabéns.",5.0,2.0,2.0
TKT-028632,CLI-12360,ORD-037583,2024-05-03 19:49:11,2024-05-05 01:49:11,ChatBot,Pagamento não aprovado,Resolvido,Meu pagamento não foi aprovado mas o valor foi debitado.,3.0,0.0,2.0
TKT-028633,CLI-01729,ORD-048201,2024-03-08 22:22:34,2024-03-09 03:22:34,WhatsApp,Defeito,Resolvido,O produto chegou com defeito de fabricação.,1.0,12.0,15.0
TKT-028634,CLI-11830,ORD-006819,2023-05-11 16:02:46,2025-12-31 23:59:00,WhatsApp,Onde está meu pedido?,Em Análise,Comprei semana passada e nada até agora. Péssimo.,3.0,13.0,15.0
TKT-028635,CLI-11830,ORD-013970,2023-06-05 16:04:25,2023-06-08 08:04:25,WhatsApp,Pagamento não aprovado,Resolvido,Tentei pagar três vezes e não consigo finalizar o pedido.,4.0,15.0,15.0
TKT-028636,CLI-01729,ORD-073179,2025-07-22 12:32:46,2025-12-31 23:59:00,Telefone,Troca de Tamanho,Em Análise,"Me mandaram o tamanho errado, preciso resolver isso.",3.0,13.0,15.0
TKT-028637,CLI-14211,ORD-053250,2025-04-10 19:12:05,2025-12-31 23:59:00,Telefone,Pagamento não aprovado,Em Análise,Meu pagamento não foi aprovado mas o valor foi debitado.,3.0,14.0,15.0
TKT-028638,CLI-11830,ORD-041198,2024-03-08 07:00:35,2024-03-09 19:00:35,ChatBot,Onde está meu pedido?,Escalado para N2,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",1.0,1.0,2.0
TKT-028639,CLI-09211,ORD-039066,2025-07-09 18:37:12,2025-12-31 23:59:00,Telefone,Elogio,Em Análise,"Atendimento impecável, vocês são os melhores!",5.0,20.0,15.0
TKT-028640,CLI-01729,ORD-031507,2023-04-11 14:35:14,2023-04-13 04:35:14,ChatBot,Troca de Tamanho,Resolvido,O vestido veio num tamanho diferente do que pedi.,3.0,2.0,2.0
TKT-028641,CLI-11830,ORD-034413,2024-11-27 08:27:36,2024-11-30 00:27:36,Telefone,Troca de Tamanho,Resolvido,Como solicito a troca? O tamanho P está pequeno demais.,1.0,14.0,15.0
TKT-028642,CLI-11830,ORD-011025,2025-09-03 11:08:58,2025-12-31 23:59:00,E-mail,Troca de Tamanho,Em Análise,"Preciso trocar o tamanho M pelo G, como faço?",1.0,434.0,15.0
TKT-028643,CLI-11830,ORD-070366,2025-07-24 07:39:49,2025-12-31 23:59:00,WhatsApp,Dúvida Técnica,Em Análise,Como aplico o cupom de desconto?,4.0,9.0,15.0
TKT-028644,CLI-11830,ORD-067377,2024-02-28 09:00:10,2024-03-01 01:00:10,ChatBot,Defeito,Resolvido,A costura estava totalmente solta quando abri a embalagem.,4.0,0.0,2.0
TKT-028645,CLI-01729,ORD-004929,2025-04-04 16:20:40,2025-12-31 23:59:00,WhatsApp,Elogio,Em Análise,"Atendimento impecável, vocês são os melhores!",4.0,10.0,15.0
TKT-028646,CLI-11830,ORD-072166,2024-04-27 11:08:36,2024-04-28 16:08:36,Telefone,Pagamento não aprovado,Resolvido,Tentei pagar três vezes e não consigo finalizar o pedido.,4.0,3.0,15.0
TKT-028647,CLI-14211,ORD-049077,2025-07-26 13:07:54,2025-12-31 23:59:00,WhatsApp,Troca de Tamanho,Em Análise,"Quero fazer uma troca, o produto não serviu.",2.0,6.0,15.0
TKT-028648,CLI-12360,ORD-002996,2024-08-31 18:17:59,2024-09-01 09:17:59,WhatsApp,Onde está meu pedido?,Escalado para N2,Cadê meu produto? Já passou da data prevista.,3.0,3.0,15.0
TKT-028649,CLI-11830,ORD-023019,2025-05-01 12:19:53,2025-05-03 01:19:53,E-mail,Defeito,Resolvido,"Recebi o item danificado, quero reembolso.",1.0,343.0,15.0
TKT-028650,CLI-03910,ORD-020986,2023-04-08 11:05:38,2023-04-09 10:05:38,WhatsApp,Dúvida Técnica,Resolvido,"Não consigo acessar minha conta, esqueci a senha.",5.0,14.0,15.0
TKT-028651,CLI-01729,ORD-055250,2024-11-08 21:06:49,2024-11-11 10:06:49,WhatsApp,Pagamento não aprovado,Resolvido,"Cartão recusado sem motivo, quero entender o que aconteceu.",4.0,15.0,15.0
TKT-028652,CLI-08289,ORD-042005,2024-09-25 09:43:17,2024-09-27 21:43:17,WhatsApp,Dúvida Técnica,Resolvido,Qual o prazo de entrega para o meu CEP?,4.0,12.0,15.0
TKT-028653,CLI-11830,ORD-027249,2024-11-20 15:09:46,2024-11-21 02:09:46,Telefone,Onde está meu pedido?,Escalado para N2,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",5.0,5.0,15.0
TKT-028654,CLI-10455,ORD-015294,2025-02-09 18:08:29,2025-12-31 23:59:00,WhatsApp,Pagamento não aprovado,Em Análise,PIX foi debitado mas o pedido está como pendente.,4.0,7.0,15.0
TKT-028655,CLI-01729,ORD-012017,2025-11-04 09:51:51,2025-11-05 19:51:51,WhatsApp,Onde está meu pedido?,Resolvido,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",3.0,9.0,15.0
TKT-028656,CLI-01729,ORD-052597,2025-05-18 16:22:24,2025-05-18 23:22:24,ChatBot,Pagamento não aprovado,Resolvido,"Cartão recusado sem motivo, quero entender o que aconteceu.",2.0,1.0,2.0
TKT-028657,CLI-11830,ORD-067543,2023-10-01 08:29:26,2023-10-02 07:29:26,WhatsApp,Pagamento não aprovado,Resolvido,PIX foi debitado mas o pedido está como pendente.,2.0,8.0,15.0
TKT-028658,CLI-02924,ORD-029741,2025-07-05 15:50:37,2025-07-09 15:50:37,ChatBot,Dúvida Técnica,Resolvido,Qual o prazo de entrega para o meu CEP?,4.0,1.0,2.0
TKT-028659,CLI-00410,ORD-019727,2023-05-24 13:14:25,2023-05-28 12:14:25,WhatsApp,Pagamento não aprovado,Resolvido,Tentei pagar três vezes e não consigo finalizar o pedido.,2.0,11.0,15.0
TKT-028660,CLI-10455,ORD-073753,2024-11-25 13:50:36,2024-11-27 15:50:36,E-mail,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",3.0,354.0,15.0
TKT-028661,CLI-10455,ORD-045354,2025-09-22 22:41:39,2025-09-24 09:41:39,E-mail,Pagamento não aprovado,Escalado para N2,PIX foi debitado mas o pedido está como pendente.,3.0,234.0,15.0
TKT-028662,CLI-12360,ORD-002317,2023-05-06 11:49:49,2025-12-31 23:59:00,WhatsApp,Onde está meu pedido?,Em Análise,Cadê meu produto? Já passou da data prevista.,4.0,13.0,15.0
TKT-028663,CLI-14211,ORD-021597,2025-08-09 15:23:48,2025-12-31 23:59:00,WhatsApp,Pagamento não aprovado,Em Análise,Meu pagamento não foi aprovado mas o valor foi debitado.,3.0,2.0,15.0
TKT-028664,CLI-11830,ORD-079508,2025-05-29 12:01:10,2025-06-01 09:01:10,ChatBot,Elogio,Resolvido,"Melhor loja online que já comprei, recomendo muito.",1.0,2.0,2.0
TKT-028665,CLI-00583,ORD-007056,2024-07-24 09:16:34,2025-12-31 23:59:00,E-mail,Dúvida Técnica,Aberto,O app não carrega a página de checkout.,3.0,305.0,15.0
TKT-028666,CLI-11830,ORD-023118,2023-12-11 10:27:51,2025-12-31 23:59:00,Reclame Aqui,Onde está meu pedido?,Aberto,Cadê meu produto? Já passou da data prevista.,2.0,1403.0,45.0
TKT-028667,CLI-11830,ORD-025520,2024-03-29 17:56:45,2024-03-29 18:56:45,ChatBot,Onde está meu pedido?,Resolvido,Comprei semana passada e nada até agora. Péssimo.,4.0,1.0,2.0
TKT-028668,CLI-04141,ORD-047780,2025-12-07 20:52:14,2025-12-08 02:52:14,Reclame Aqui,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,4.0,862.0,45.0
TKT-028669,CLI-01729,ORD-065964,2023-09-08 16:48:08,2023-09-10 09:48:08,Telefone,Dúvida Técnica,Resolvido,Qual o prazo de entrega para o meu CEP?,4.0,20.0,15.0
TKT-028670,CLI-11830,ORD-047165,2024-11-01 12:14:28,2024-11-02 19:14:28,Reclame Aqui,Onde está meu pedido?,Resolvido,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",5.0,813.0,45.0
