campanha_id,nome_campanha,canal,categoria_foco,data_inicio,data_fim,investimento_reais,impressoes,cliques,conversoes,atribuicao,status,roas,receita_gerada,cac
CAMP-2455,LTV_Expansion_2025_02,Instagram Ads,Lifestyle,2025-02-16,2025-03-25,3857.09,1174338,69301,5919,First Click,Pausada,6.13,23643.96,0.65
CAMP-2456,Email_Reativacao_2025,TikTok Ads,Acessórios,2025-09-07,2025-12-06,58677.51,8672674,470466,19584,Last Click,Pausada,5.41,317445.33,3.0
CAMP-2457,Black_Friday_Main_2023,Orgânico,Lifestyle,2023-07-12,2023-10-29,111383.55,39923905,2038426,239928,Last Click,Finalizada,4.73,526844.19,0.46
CAMP-2458,Performance_Moda_2025_08,Marketplace,Moda,2025-08-28,2025-10-22,1003.44,164069,2847,32,First Click,Finalizada,2.28,2287.84,31.36
CAMP-2459,Stories_Boost_2024,Orgânico,Beleza,2024-02-19,2024-03-17,3323.11,402676,22743,1807,First Click,Finalizada,4.28,14222.91,1.84
CAMP-2460,UGC_Organico_2024_09,Instagram Ads,Geral,2024-09-28,2025-01-07,3361.47,921165,52361,1792,Linear,Pausada,5.25,17647.72,1.88
CAMP-2461,Performance_Sempre_Ligada_2023,Influenciador,Geral,2023-09-03,2023-09-16,104708.41,41704561,1417074,77490,Linear,Pausada,5.5,575896.26,1.35
CAMP-2462,LTV_Expansion_2024_08,Orgânico,Geral,2024-08-27,2024-11-05,10338.29,3046982,97916,8493,First Click,Pausada,4.84,50037.32,1.22
CAMP-2463,Parceria_Creator_2024,Email Marketing,Lifestyle,2024-11-21,2025-02-12,36847.86,3280006,109960,3546,Linear,Finalizada,2.45,90277.26,10.39
CAMP-2464,Cyber_Monday_2025,TikTok Ads,Geral,2025-02-19,2025-03-17,42621.32,14538365,754594,88138,Linear,Pausada,7.06,300906.52,0.48
CAMP-2465,LTV_Expansion_2025_11,TikTok Ads,Geral,2025-11-15,2025-12-31,42334.36,4046594,107477,6092,Linear,Pausada,6.77,286603.62,6.95
CAMP-2466,Semana_Consumidor_2023,Marketplace,Acessórios,2023-06-18,2025-12-31,15859.98,1842323,84379,3276,Linear,Ativa,3.0,47579.94,4.84
CAMP-2467,Influenciador_Verao_2025,Google Ads,Lifestyle,2025-10-22,2025-12-10,26095.99,4051739,113872,8387,First Click,Finalizada,3.18,82985.25,3.11
CAMP-2468,Fidelidade_Clientes_2023,TikTok Ads,Moda,2023-10-07,2025-12-31,45719.94,7376238,304649,7171,First Click,Ativa,2.23,101955.47,6.38
CAMP-2469,Dia_Das_Maes_2025,Email Marketing,Acessórios,2025-10-07,2025-11-13,25703.93,2683916,128189,8027,Linear,Pausada,3.57,91763.03,3.2
CAMP-2470,Performance_Beleza_2025,Google Ads,Geral,2025-12-26,2025-12-31,39665.0,7380645,221591,6400,Linear,Pausada,3.28,130101.2,6.2
CAMP-2471,Dia_Dos_Namorados_2024,Marketplace,Lifestyle,2024-09-04,2025-12-31,67111.96,14028675,735574,55032,First Click,Ativa,1.49,99996.82,1.22
CAMP-2472,Natal_Presentes_2023_03,Email Marketing,Beleza,2023-03-19,2023-05-21,61379.85,11503018,649926,63207,Last Click,Finalizada,3.74,229560.64,0.97
CAMP-2473,Performance_Beleza_2024_06,Influenciador,Moda,2024-06-16,2024-08-25,93760.77,24379117,776508,25176,Last Click,Finalizada,4.87,456614.95,3.72
CAMP-2474,Lancamento_Colecao_2023,Orgânico,Lifestyle,2023-06-08,2023-09-12,8431.42,1566019,41169,4292,Linear,Pausada,1.63,13743.21,1.96
CAMP-2475,Black_Friday_Main_2023,Influenciador,Geral,2023-12-26,2024-03-17,54194.74,10445947,310460,33227,Last Click,Finalizada,8.86,480165.4,1.63
CAMP-2476,Upsell_Platinum_2024_01,Email Marketing,Acessórios,2024-01-26,2024-03-13,2185.41,575290,12747,1212,First Click,Finalizada,2.09,4567.51,1.8
CAMP-2477,Performance_Sempre_Ligada_2023,Instagram Ads,Moda,2023-05-05,2023-08-19,31401.02,4450920,100043,7433,Linear,Finalizada,2.53,79444.58,4.22
CAMP-2478,Lancamento_Colecao_2025,TikTok Ads,Moda,2025-09-21,2025-12-15,25852.52,3355645,174732,13811,Last Click,Pausada,7.81,201908.18,1.87
CAMP-2479,Volta_as_Aulas_2024,Google Ads,Geral,2024-09-21,2025-12-31,10880.47,3365597,33502,1030,First Click,Ativa,3.05,33185.43,10.56
CAMP-2480,Influenciador_Verao_2024,TikTok Ads,Acessórios,2024-11-06,2024-12-21,109049.26,18628487,1107191,11467,Last Click,Finalizada,6.9,752439.89,9.51
CAMP-2481,Performance_Beleza_2024,Orgânico,Lifestyle,2024-10-23,2024-11-17,68439.99,5562058,286444,5491,Last Click,Pausada,2.18,149199.18,12.46
CAMP-2482,Upsell_Platinum_2023_10,Marketplace,Acessórios,2023-10-11,2023-11-20,82284.62,25560692,271789,4234,First Click,Finalizada,3.28,269893.55,19.43
CAMP-2483,Liquida_Beleza_2025,Instagram Ads,Acessórios,2025-06-04,2025-07-24,9132.12,2578638,119605,10934,Linear,Pausada,2.83,25843.9,0.84
CAMP-2484,Natal_Presentes_2024_07,Instagram Ads,Acessórios,2024-07-03,2024-07-15,52447.48,15347518,191329,17317,First Click,Finalizada,2.61,136887.92,3.03
CAMP-2485,Liquidacao_Julho_2024,Orgânico,Beleza,2024-07-12,2024-07-20,62243.05,24509299,957300,106559,Last Click,Pausada,3.79,235901.16,0.58
CAMP-2486,Stories_Boost_2024,Email Marketing,Moda,2024-11-20,2025-12-31,44910.6,10396896,175319,2901,Linear,Ativa,4.21,189073.63,15.48
CAMP-2487,Email_Reativacao_2023_10,Google Ads,Beleza,2023-10-28,2025-12-31,82331.73,23722336,387188,28697,First Click,Ativa,3.11,256051.68,2.87
CAMP-2488,Dia_Das_Maes_2023,Influenciador,Moda,2023-04-27,2023-06-19,108173.4,28768270,1098526,45364,First Click,Finalizada,2.73,295313.38,2.38
CAMP-2489,Parceria_Creator_2025,TikTok Ads,Beleza,2025-01-04,2025-05-04,18427.19,5125883,175902,7616,Linear,Pausada,7.87,145021.99,2.42
CAMP-2490,LTV_Expansion_2024,Email Marketing,Acessórios,2024-06-20,2024-07-06,55709.46,21205170,831085,30918,Linear,Pausada,3.67,204453.72,1.8
CAMP-2491,Influenciador_Verao_2024_05,Instagram Ads,Acessórios,2024-05-23,2024-06-14,23128.37,2956978,41135,3373,Linear,Finalizada,2.95,68228.69,6.86
CAMP-2492,Performance_Sempre_Ligada_2023_02,Influenciador,Beleza,2023-02-12,2023-06-11,106487.92,16554954,290003,10897,First Click,Pausada,11.05,1176691.52,9.77
CAMP-2493,Feed_Carousel_2024_03,Orgânico,Lifestyle,2024-03-13,2024-03-30,119888.83,15656460,935309,41569,First Click,Pausada,4.52,541897.51,2.88
CAMP-2494,Black_Friday_Main_2024_08,Google Ads,Geral,2024-08-26,2025-12-31,53892.99,10948730,264616,6564,Linear,Ativa,3.65,196709.41,8.21
CAMP-2495,Fidelidade_Clientes_2025_08,Orgânico,Geral,2025-08-21,2025-10-21,109212.61,19304733,1129514,98367,First Click,Finalizada,2.95,322177.2,1.11
CAMP-2496,Retargeting_Carrinho_2024,Instagram Ads,Moda,2024-11-11,2024-12-25,2651.61,918568,40734,4361,Linear,Pausada,2.09,5541.86,0.61
CAMP-2497,Remarketing_30d_2025,TikTok Ads,Geral,2025-08-05,2025-10-10,41490.9,5746945,149480,16052,Linear,Pausada,5.83,241891.95,2.58
CAMP-2498,Push_Carrinho_2025,Email Marketing,Beleza,2025-03-16,2025-05-17,69795.43,12709750,224130,15938,Linear,Pausada,1.68,117256.32,4.38
CAMP-2499,Stories_Boost_2024,Email Marketing,Beleza,2024-11-07,2025-02-02,93292.54,21178749,886273,59164,Last Click,Pausada,4.67,435676.16,1.58
CAMP-2500,Liquida_Beleza_2024_08,Google Ads,Beleza,2024-08-25,2024-09-11,69541.83,7138363,87041,4952,Linear,Finalizada,3.67,255218.52,14.04
CAMP-2501,Dia_Dos_Namorados_2023,Google Ads,Lifestyle,2023-05-23,2023-06-06,1019.02,234548,12300,1009,Linear,Finalizada,3.01,3067.25,1.01
CAMP-2502,Influenciador_Inverno_2025_05,Email Marketing,Lifestyle,2025-05-22,2025-08-15,23898.81,4561828,126134,7035,First Click,Finalizada,4.07,97268.16,3.4
CAMP-2503,Liquida_Beleza_2024_10,Email Marketing,Moda,2024-10-12,2025-12-31,93780.85,15221150,342972,16973,Linear,Ativa,4.6,431391.91,5.53
CAMP-2504,Performance_Beleza_2023,Influenciador,Lifestyle,2023-04-27,2023-05-28,89151.02,24600936,645847,13297,First Click,Pausada,10.49,935194.2,6.7
CAMP-2505,Dia_Dos_Namorados_2023,Orgânico,Moda,2023-10-14,2023-12-03,80768.42,31721363,1584409,90592,First Click,Pausada,3.94,318227.57,0.89
CAMP-2506,Liquidacao_Julho_2025,TikTok Ads,Lifestyle,2025-01-09,2025-12-31,28634.65,10380887,571900,14568,Last Click,Ativa,7.13,204165.05,1.97
CAMP-2507,LTV_Expansion_2024,TikTok Ads,Geral,2024-01-23,2024-05-14,26134.22,8994658,124359,8301,Linear,Pausada,6.65,173792.56,3.15
CAMP-2508,Lookalike_Gold_2025,TikTok Ads,Geral,2025-12-19,2025-12-31,81034.52,25716430,1344549,60796,First Click,Finalizada,2.28,184758.71,1.33
CAMP-2509,Influenciador_Verao_2025_07,Marketplace,Lifestyle,2025-07-08,2025-09-16,8625.56,1534144,79385,2591,Linear,Pausada,4.59,39591.32,3.33
CAMP-2510,Lookalike_Gold_2023,Email Marketing,Acessórios,2023-04-02,2023-07-11,93820.06,24962600,536436,54371,First Click,Finalizada,4.71,441892.48,1.73
CAMP-2511,TikTok_Viral_2023,Email Marketing,Moda,2023-12-14,2024-02-06,81365.73,30403320,447154,29104,Linear,Pausada,2.01,163545.12,2.8
CAMP-2512,Liquida_Beleza_2023_03,Instagram Ads,Acessórios,2023-03-17,2023-05-17,51068.5,13076032,466995,37624,Last Click,Pausada,5.8,296197.3,1.36
CAMP-2513,Natal_Presentes_2025_08,Email Marketing,Geral,2025-08-28,2025-09-05,79835.84,30980016,699077,56530,First Click,Pausada,1.85,147696.3,1.41
CAMP-2514,Influenciador_Verao_2023_02,Influenciador,Lifestyle,2023-02-02,2023-02-17,96613.79,16825601,480288,8270,First Click,Pausada,3.39,327520.75,11.68
CAMP-2515,Cyber_Monday_2024,Influenciador,Lifestyle,2024-12-15,2025-01-08,86546.05,27967231,1675861,142966,Last Click,Pausada,9.15,791896.36,0.61
CAMP-2516,Push_Carrinho_2023_11,Marketplace,Acessórios,2023-11-03,2024-02-19,85350.59,28697940,1124824,105098,Linear,Pausada,2.99,255198.26,0.81
CAMP-2517,Push_Carrinho_2024,TikTok Ads,Acessórios,2024-07-16,2024-09-08,26284.96,6143387,258800,6254,Linear,Pausada,2.05,53884.17,4.2
CAMP-2518,Dia_Das_Maes_2024,Google Ads,Geral,2024-11-21,2024-12-03,60900.13,9253402,206307,4716,Last Click,Finalizada,3.74,227766.49,12.91
CAMP-2519,UGC_Organico_2025_12,Email Marketing,Moda,2025-12-26,2025-12-31,33809.81,8531442,467003,6243,Last Click,Pausada,3.63,122729.61,5.42
CAMP-2520,Push_Carrinho_2023,Orgânico,Moda,2023-11-21,2024-01-11,96621.97,23498425,945352,103789,First Click,Finalizada,3.55,343007.99,0.93
CAMP-2521,Dia_Das_Maes_2025_03,Orgânico,Acessórios,2025-03-02,2025-04-13,72193.89,23499570,901056,53420,Last Click,Finalizada,2.01,145109.72,1.35
CAMP-2522,Lancamento_Colecao_2024,Google Ads,Geral,2024-07-15,2025-12-31,117259.11,37105718,2155981,39276,Last Click,Ativa,3.56,417442.43,2.99
CAMP-2523,Lancamento_Colecao_2025_06,Google Ads,Moda,2025-06-12,2025-08-02,90740.24,26823386,586975,66367,Linear,Finalizada,3.76,341183.3,1.37
CAMP-2524,Upsell_Platinum_2025,Orgânico,Geral,2025-07-15,2025-09-24,77392.47,28418216,427468,50046,First Click,Pausada,1.13,87453.49,1.55
CAMP-2525,Influenciador_Verao_2025,Marketplace,Beleza,2025-11-01,2025-11-10,59439.9,23203480,1376724,132237,Last Click,Finalizada,3.75,222899.62,0.45
CAMP-2526,Fidelidade_Clientes_2025,Orgânico,Acessórios,2025-12-01,2025-12-31,113124.77,9882061,435709,19244,Last Click,Pausada,1.33,150455.94,5.88
CAMP-2527,Performance_Sempre_Ligada_2023,Influenciador,Lifestyle,2023-07-05,2023-08-19,7303.44,1189026,43432,2679,Linear,Finalizada,14.71,107433.6,2.73
CAMP-2528,Influenciador_Inverno_2023,Marketplace,Acessórios,2023-04-08,2023-06-13,83213.99,24221621,476068,44283,Last Click,Pausada,2.23,185567.2,1.88
CAMP-2529,Natal_Presentes_2025_10,Orgânico,Acessórios,2025-10-20,2025-12-31,72166.16,24498962,272227,9124,First Click,Finalizada,4.19,302376.21,7.91
CAMP-2530,Email_Reativacao_2024,Email Marketing,Moda,2024-08-20,2024-11-29,31482.39,10995976,179936,11044,Linear,Pausada,1.48,46593.94,2.85
CAMP-2531,Dia_Dos_Namorados_2023,Google Ads,Moda,2023-09-14,2023-10-27,16480.75,1760079,38269,1886,First Click,Pausada,3.1,51090.33,8.74
CAMP-2532,Lookalike_Gold_2024,Google Ads,Acessórios,2024-10-03,2024-12-09,2784.56,464444,25536,1548,Last Click,Pausada,3.15,8771.36,1.8
CAMP-2533,Influenciador_Verao_2024,TikTok Ads,Acessórios,2024-01-27,2024-05-13,25356.2,3148812,40157,3270,Last Click,Finalizada,1.97,49951.71,7.75
CAMP-2534,Black_Friday_Main_2025_02,Influenciador,Moda,2025-02-04,2025-02-14,3526.6,295196,3934,358,First Click,Pausada,1.26,4443.52,9.85
CAMP-2535,Lookalike_Gold_2023_02,Influenciador,Beleza,2023-02-22,2023-03-21,94144.26,20718933,1228411,45301,Last Click,Finalizada,3.4,320090.48,2.08
CAMP-2536,Parceria_Creator_2024_07,Orgânico,Beleza,2024-07-04,2025-12-31,49240.99,19118435,463791,43637,Linear,Ativa,2.24,110299.82,1.13
CAMP-2537,Influenciador_Inverno_2025_02,Google Ads,Acessórios,2025-02-18,2025-06-10,37887.11,8348358,402782,42923,First Click,Finalizada,3.4,128816.17,0.88
CAMP-2538,Remarketing_30d_2024,Orgânico,Geral,2024-01-18,2025-12-31,102211.42,27164672,1420960,62812,First Click,Ativa,1.77,180914.21,1.63
CAMP-2539,Liquida_Beleza_2024_10,Influenciador,Geral,2024-10-08,2024-12-19,83301.0,31961092,1480249,117152,First Click,Pausada,7.87,655578.87,0.71
CAMP-2540,Natal_Presentes_2024,Influenciador,Moda,2024-06-02,2024-09-08,70391.93,25510478,1040406,62026,Last Click,Pausada,11.93,839775.72,1.13
CAMP-2541,UGC_Organico_2023,Google Ads,Lifestyle,2023-05-23,2023-08-01,57994.36,9933723,549402,39669,Last Click,Finalizada,3.25,188481.67,1.46
CAMP-2542,Influenciador_Inverno_2023_01,Marketplace,Lifestyle,2023-01-14,2025-12-31,68282.35,24555200,1376178,72826,Linear,Ativa,4.84,330486.57,0.94
CAMP-2543,Influenciador_Inverno_2024_04,Marketplace,Lifestyle,2024-04-16,2024-05-22,108404.83,38690765,1623761,84082,Last Click,Finalizada,1.49,161523.2,1.29
CAMP-2544,Parceria_Creator_2023_06,Instagram Ads,Acessórios,2023-06-09,2023-07-31,72445.66,6804639,321822,5358,First Click,Pausada,6.27,454234.29,13.52
CAMP-2545,Influenciador_Verao_2024,Google Ads,Lifestyle,2024-01-15,2024-03-12,43396.16,16498537,813191,71343,First Click,Pausada,3.69,160131.83,0.61
CAMP-2546,Influenciador_Inverno_2024_01,Google Ads,Beleza,2024-01-21,2024-05-02,29733.73,8416990,289904,19837,Linear,Finalizada,3.46,102878.71,1.5
CAMP-2547,Upsell_Platinum_2025,Influenciador,Beleza,2025-04-14,2025-12-31,102169.37,27513159,598657,33258,Linear,Ativa,12.08,1234205.99,3.07
CAMP-2548,Performance_Beleza_2025_10,Orgânico,Lifestyle,2025-10-12,2025-12-31,20961.43,6540882,299138,19214,Linear,Pausada,3.91,81959.19,1.09
CAMP-2549,Volta_as_Aulas_2024_12,TikTok Ads,Beleza,2024-12-04,2024-12-27,111826.66,18960777,175022,5856,First Click,Pausada,7.11,795087.55,19.1
CAMP-2550,Performance_Beleza_2023,Marketplace,Acessórios,2023-08-14,2023-09-24,92020.18,15511595,156707,14123,First Click,Pausada,2.47,227289.84,6.52
CAMP-2551,Influenciador_Inverno_2024_04,Google Ads,Geral,2024-04-17,2025-12-31,14907.8,1268514,10580,263,Linear,Ativa,3.53,52624.53,56.68
CAMP-2552,Feed_Carousel_2024,Google Ads,Moda,2024-11-10,2024-12-30,20531.04,7859683,277810,24724,Last Click,Finalizada,3.93,80686.99,0.83
CAMP-2553,Stories_Boost_2024,Marketplace,Acessórios,2024-03-07,2024-04-23,26199.35,8400630,425372,50800,Linear,Finalizada,4.15,108727.3,0.52
CAMP-2554,Fidelidade_Clientes_2023,Marketplace,Geral,2023-10-14,2024-01-03,9761.45,3775000,53695,607,First Click,Pausada,2.76,26941.6,16.08
CAMP-2555,Dia_Das_Maes_2023_11,Instagram Ads,Lifestyle,2023-11-21,2024-02-25,114778.31,30090312,1472603,172055,Last Click,Finalizada,3.08,353517.19,0.67
CAMP-2556,Lancamento_Colecao_2024,Instagram Ads,Lifestyle,2024-08-08,2025-12-31,3356.2,463440,17210,1231,Linear,Ativa,3.11,10437.78,2.73
CAMP-2557,Fidelidade_Clientes_2024,TikTok Ads,Geral,2024-01-16,2024-05-09,56155.3,19766504,1087890,23497,Last Click,Pausada,7.93,445311.53,2.39
CAMP-2558,LTV_Expansion_2025_06,Instagram Ads,Lifestyle,2025-06-02,2025-09-15,82186.79,18511581,1026418,52391,Linear,Pausada,5.48,450383.61,1.57
CAMP-2559,CAC_Reducao_2025,Google Ads,Acessórios,2025-12-01,2025-12-31,7243.3,928865,8760,718,First Click,Ativa,3.16,22888.83,10.09
CAMP-2560,Remarketing_30d_2024_06,Email Marketing,Geral,2024-06-06,2024-09-03,68514.13,22416195,332500,10994,Linear,Finalizada,3.48,238429.17,6.23
CAMP-2561,Remarketing_30d_2024_02,Email Marketing,Acessórios,2024-02-15,2024-06-02,23884.55,3413481,172690,12189,First Click,Pausada,2.74,65443.67,1.96
CAMP-2562,Lancamento_Colecao_2023,Email Marketing,Lifestyle,2023-08-11,2025-12-31,114578.29,36087400,517194,17746,Linear,Ativa,3.05,349463.78,6.46
CAMP-2563,Feed_Carousel_2025,Marketplace,Acessórios,2025-06-17,2025-08-25,41012.88,10383933,595763,6277,Last Click,Finalizada,1.39,57007.9,6.53
CAMP-2564,Dia_Das_Maes_2025,Instagram Ads,Lifestyle,2025-08-06,2025-10-02,74718.54,22168204,324823,9607,First Click,Finalizada,2.52,188290.72,7.78
CAMP-2565,Volta_as_Aulas_2023,Influenciador,Beleza,2023-05-26,2023-06-30,91898.87,16878593,175389,20167,Last Click,Finalizada,2.62,240775.04,4.56
CAMP-2566,Lancamento_Colecao_2025_04,Marketplace,Lifestyle,2025-04-10,2025-05-12,12972.98,4292962,240043,21276,First Click,Finalizada,2.03,26335.15,0.61
CAMP-2567,Volta_as_Aulas_2025,Marketplace,Geral,2025-09-22,2025-11-21,64041.23,14273891,574822,66306,Last Click,Finalizada,3.58,229267.6,0.97
CAMP-2568,Branding_Awareness_2024,Marketplace,Beleza,2024-05-03,2024-07-28,78443.63,17571790,699002,31366,First Click,Pausada,1.29,101192.28,2.5
CAMP-2569,Natal_Presentes_2023_02,Influenciador,Geral,2023-02-14,2023-04-07,111171.0,18096157,377053,42612,Last Click,Pausada,6.89,765968.19,2.61
CAMP-2570,UGC_Organico_2025_10,Instagram Ads,Acessórios,2025-10-07,2025-10-22,44917.73,14896417,257388,14808,First Click,Finalizada,2.7,121277.87,3.03
CAMP-2571,Retargeting_Carrinho_2025_12,TikTok Ads,Beleza,2025-12-06,2025-12-31,93202.47,10969850,295513,31919,First Click,Finalizada,2.5,233006.17,2.92
CAMP-2572,Feed_Carousel_2025,Instagram Ads,Moda,2025-06-15,2025-10-10,94563.06,11049168,222913,19531,First Click,Finalizada,3.94,372578.46,4.84
CAMP-2573,Branding_Awareness_2025_12,Instagram Ads,Geral,2025-12-28,2025-12-31,104703.96,39096404,1961946,65557,First Click,Ativa,5.49,574824.74,1.6
CAMP-2574,Push_Carrinho_2024_02,Instagram Ads,Beleza,2024-02-27,2024-04-05,40737.66,5723454,220879,10060,Linear,Finalizada,3.33,135656.41,4.05
CAMP-2575,Lookalike_Gold_2025,Email Marketing,Acessórios,2025-08-27,2025-12-06,96191.92,20814090,193456,7730,First Click,Finalizada,2.11,202964.95,12.44
CAMP-2576,Volta_as_Aulas_2023,Google Ads,Acessórios,2023-01-26,2023-04-18,87602.71,25523258,1520556,164358,First Click,Pausada,3.56,311865.65,0.53
CAMP-2577,Stories_Boost_2023_09,Orgânico,Acessórios,2023-09-23,2023-10-23,108804.13,39762603,1781737,174608,Last Click,Pausada,2.3,250249.5,0.62
CAMP-2578,Retargeting_Carrinho_2024,TikTok Ads,Geral,2024-07-04,2024-08-17,37051.22,6213386,207711,10337,Linear,Finalizada,3.13,115970.32,3.58
CAMP-2579,UGC_Organico_2025_09,Orgânico,Geral,2025-09-16,2025-10-19,82388.72,11126436,455245,11380,Linear,Finalizada,4.48,369101.47,7.24
CAMP-2580,Semana_Consumidor_2023_06,TikTok Ads,Beleza,2023-06-19,2023-06-27,83901.45,10012426,528462,13342,Linear,Finalizada,6.17,517671.95,6.29
CAMP-2581,Dia_Das_Maes_2024,Influenciador,Lifestyle,2024-08-26,2024-10-18,13433.47,5161096,215707,11170,Linear,Finalizada,6.56,88123.56,1.2
CAMP-2582,Lancamento_Colecao_2025_02,TikTok Ads,Beleza,2025-02-04,2025-05-26,44595.86,12885106,432432,41755,Last Click,Finalizada,6.39,284967.55,1.07
CAMP-2583,Upsell_Platinum_2025_07,Influenciador,Acessórios,2025-07-13,2025-08-21,116725.22,11088669,292131,3191,Linear,Finalizada,5.46,637319.7,36.58
CAMP-2584,Influenciador_Inverno_2024,Google Ads,Geral,2024-05-11,2024-06-10,59023.17,5893308,222812,15396,Linear,Pausada,3.59,211893.18,3.83
CAMP-2585,LTV_Expansion_2024,Marketplace,Beleza,2024-06-10,2024-07-05,792.64,82943,3681,183,Linear,Pausada,3.43,2718.76,4.33
CAMP-2586,Liquidacao_Julho_2024_11,TikTok Ads,Geral,2024-11-08,2025-01-09,4357.19,878275,28900,1259,First Click,Finalizada,2.81,12243.7,3.46
CAMP-2587,Lookalike_Gold_2023,Google Ads,Beleza,2023-05-08,2025-12-31,10857.65,3287862,197241,19780,First Click,Ativa,3.02,32790.1,0.55
CAMP-2588,Influenciador_Inverno_2025,Instagram Ads,Moda,2025-05-22,2025-12-31,42566.28,10239982,254114,17162,Last Click,Ativa,5.48,233263.21,2.48
CAMP-2589,Email_Reativacao_2024_02,Google Ads,Geral,2024-02-11,2025-12-31,23304.31,6403001,363004,17463,First Click,Ativa,3.21,74806.84,1.33
CAMP-2590,Liquidacao_Julho_2025_04,Marketplace,Geral,2025-04-21,2025-07-28,78876.35,14593475,851992,98044,First Click,Pausada,4.89,385705.35,0.8
CAMP-2591,Performance_Beleza_2025,Orgânico,Beleza,2025-12-26,2025-12-31,79782.48,8126113,341077,38056,First Click,Finalizada,2.55,203445.32,2.1
CAMP-2592,TikTok_Viral_2025,Orgânico,Moda,2025-10-24,2025-11-14,15643.31,5560065,314600,13753,Linear,Finalizada,4.8,75087.89,1.14
CAMP-2593,Liquidacao_Julho_2025,Google Ads,Acessórios,2025-09-10,2025-12-31,63120.24,12359197,174017,20233,Linear,Ativa,3.48,219658.44,3.12
CAMP-2594,CAC_Reducao_2023_02,TikTok Ads,Geral,2023-02-27,2023-03-22,97620.19,26762536,294994,28475,Linear,Finalizada,6.18,603292.77,3.43
CAMP-2595,UGC_Organico_2023_04,TikTok Ads,Beleza,2023-04-18,2023-06-22,12282.94,1488126,71941,7063,Last Click,Pausada,1.77,21740.8,1.74
CAMP-2596,Performance_Moda_2023,Influenciador,Acessórios,2023-05-27,2023-07-07,82697.63,10598643,136512,6419,Linear,Finalizada,11.98,990717.61,12.88
CAMP-2597,Cyber_Monday_2023,Google Ads,Lifestyle,2023-09-05,2023-12-14,46114.65,8456063,363839,7294,Last Click,Pausada,3.05,140649.68,6.32
CAMP-2598,Dia_Dos_Namorados_2025,Influenciador,Lifestyle,2025-09-27,2025-12-29,107297.42,10688138,576898,39352,Last Click,Finalizada,1.21,129829.88,2.73
CAMP-2599,Lancamento_Colecao_2025_10,Influenciador,Moda,2025-10-07,2025-11-14,61955.87,21906974,903922,96734,Last Click,Pausada,0.85,52662.49,0.64
CAMP-2600,Dia_Das_Maes_2024,Influenciador,Moda,2024-04-03,2025-12-31,74444.34,17105696,222408,15857,First Click,Ativa,10.69,795809.99,4.69
CAMP-2601,Cyber_Monday_2024,Google Ads,Acessórios,2024-11-21,2025-01-22,41309.08,9132096,103862,2492,Last Click,Finalizada,3.34,137972.33,16.58
CAMP-2602,UGC_Organico_2024_08,Email Marketing,Moda,2024-08-04,2024-09-29,51473.28,9711330,422770,31204,First Click,Finalizada,3.98,204863.65,1.65
CAMP-2603,Natal_Presentes_2023,Email Marketing,Lifestyle,2023-08-23,2025-12-31,16832.54,1718126,19004,1531,First Click,Ativa,4.32,72716.57,10.99
CAMP-2604,LTV_Expansion_2025,Orgânico,Beleza,2025-01-14,2025-04-10,60608.73,22141845,1112462,69024,First Click,Finalizada,4.33,262435.8,0.88
CAMP-2605,Parceria_Creator_2025,TikTok Ads,Beleza,2025-10-28,2025-12-31,54100.68,6265674,245781,6460,Linear,Ativa,3.08,166630.09,8.37
CAMP-2606,Branding_Awareness_2024_08,TikTok Ads,Lifestyle,2024-08-22,2024-10-04,10296.24,3259856,97515,8197,Linear,Pausada,6.92,71249.98,1.26
CAMP-2607,Semana_Consumidor_2025,Marketplace,Lifestyle,2025-02-02,2025-12-31,33277.51,5339617,152080,16184,First Click,Ativa,2.0,66555.02,2.06
CAMP-2608,Volta_as_Aulas_2024_10,Orgânico,Geral,2024-10-03,2024-10-30,75858.56,17317320,273835,30445,First Click,Pausada,3.87,293572.63,2.49
CAMP-2609,Black_Friday_Main_2024_09,Influenciador,Beleza,2024-09-02,2024-11-12,110624.54,20164027,667126,10808,Last Click,Finalizada,8.34,922608.66,10.24
CAMP-2610,CAC_Reducao_2023_01,Google Ads,Moda,2023-01-19,2025-12-31,7387.65,1590993,65191,1659,Last Click,Ativa,3.42,25265.76,4.45
CAMP-2611,Natal_Presentes_2024,Marketplace,Lifestyle,2024-07-12,2024-08-03,20050.68,5826375,338653,27757,Linear,Finalizada,4.21,84413.36,0.72
CAMP-2612,Stories_Boost_2023,Google Ads,Beleza,2023-12-10,2024-01-31,102709.35,25582415,1452832,137778,First Click,Finalizada,3.41,350238.88,0.75
CAMP-2613,Volta_as_Aulas_2024_06,Influenciador,Moda,2024-06-16,2024-09-27,98151.57,24017250,327300,29522,Last Click,Pausada,8.75,858826.24,3.32
CAMP-2614,Cyber_Monday_2024,Influenciador,Geral,2024-10-14,2024-12-12,5204.65,1962960,109769,12186,Last Click,Pausada,6.99,36380.5,0.43
CAMP-2615,Stories_Boost_2025,Google Ads,Beleza,2025-07-24,2025-09-01,10775.43,2806624,49308,5305,Last Click,Pausada,3.27,35235.66,2.03
CAMP-2616,Liquidacao_Julho_2025,Marketplace,Geral,2025-06-27,2025-08-31,27736.29,5738073,59353,1051,First Click,Pausada,2.23,61851.93,26.39
CAMP-2617,Feed_Carousel_2024,Google Ads,Geral,2024-01-18,2025-12-31,94851.01,12300447,475997,12233,Linear,Ativa,3.2,303523.23,7.75
